Time (seconds),Voltage (mV)
0.0,10.681525538096743
0.01001001001001001,9.34898550934642
0.02002002002002002,12.264193126645733
0.03003003003003003,15.431439801904146
0.04004004004004004,10.683937557853927
0.050050050050050046,11.189843383427842
0.06006006006006006,17.11657804385093
0.07007007007007007,15.14781470045768
0.08008008008008008,11.882639627138571
0.09009009009009009,15.342413061795
0.10010010010010009,12.725446798366924
0.11011011011011011,13.095997285953665
0.12012012012012012,15.572348184605698
0.13013013013013014,9.434998964508274
0.14014014014014015,10.302931636303912
0.15015015015015015,14.067548172576522
0.16016016016016016,12.965986921451972
0.17017017017017017,17.170151062339674
0.18018018018018017,13.698692843140284
0.19019019019019018,12.353258593162689
0.20020020020020018,21.126244822859846
0.21021021021021022,16.162552992804144
0.22022022022022023,17.12429013469892
0.23023023023023023,12.700366262046506
0.24024024024024024,15.365347090155517
0.2502502502502503,17.326080330749033
0.2602602602602603,13.506092026182948
0.2702702702702703,18.022936266137922
0.2802802802802803,15.001827390875503
0.2902902902902903,15.807873745418101
0.3003003003003003,14.728591065451484
0.3103103103103103,21.913134971845857
0.3203203203203203,16.110575691365383
0.3303303303303303,12.745276699547878
0.34034034034034033,18.126412409059046
0.35035035035035034,11.710144142184443
0.36036036036036034,15.687246997445222
0.37037037037037035,8.844315355975251
0.38038038038038036,10.376779238812137
0.39039039039039036,14.565976428604193
0.40040040040040037,15.781639436407087
0.41041041041041043,13.648776095584259
0.42042042042042044,12.334578922022686
0.43043043043043044,11.304364362846993
0.44044044044044045,7.278478642175498
0.45045045045045046,9.04205529357151
0.46046046046046046,9.289382196338691
0.47047047047047047,13.29557076636602
0.4804804804804805,10.592219794160846
0.4904904904904905,3.694751340966546
0.5005005005005005,9.365095824716553
0.5105105105105106,6.6341798271075625
0.5205205205205206,5.14402348670448
0.5305305305305306,8.385152410222048
0.5405405405405406,9.009638009229466
0.5505505505505506,8.069405233877605
0.5605605605605606,2.1104896835227187
0.5705705705705706,3.0479891518644227
0.5805805805805806,4.313071828047576
0.5905905905905906,5.58701539661514
0.6006006006006006,0.5626759639532732
0.6106106106106106,0.7830400247009799
0.6206206206206206,-2.637890640281624
0.6306306306306306,-3.5638522575460945
0.6406406406406406,1.809826423278193
0.6506506506506506,2.793542975476731
0.6606606606606606,-2.132286234674953
0.6706706706706707,0.46085378393493626
0.6806806806806807,-2.0895084501646477
0.6906906906906907,-5.724419364303085
0.7007007007007007,-3.3082976369941477
0.7107107107107107,-0.36941044614087737
0.7207207207207207,-5.668499864287634
0.7307307307307307,-1.42993908986917
0.7407407407407407,-14.530209586541085
0.7507507507507507,-4.735566594504295
0.7607607607607607,-7.452600629425378
0.7707707707707707,-9.10440634064956
0.7807807807807807,-8.405962462262965
0.7907907907907907,-15.097111742203227
0.8008008008008007,-10.22500234602433
0.8108108108108109,-8.903815722599244
0.8208208208208209,-5.927430161200376
0.8308308308308309,-12.277925922358339
0.8408408408408409,-13.485941598911165
0.8508508508508509,-12.877766217258602
0.8608608608608609,-8.912407079509158
0.8708708708708709,-10.932008001058893
0.8808808808808809,-13.7402161913868
0.8908908908908909,-10.816382959770436
0.9009009009009009,-12.242379944350992
0.9109109109109109,-9.776938753443364
0.9209209209209209,-14.909838669997857
0.9309309309309309,-13.878781900290186
0.9409409409409409,-14.135367879507264
0.950950950950951,-17.3838455367995
0.960960960960961,-12.110140055446422
0.970970970970971,-12.191468108284438
0.980980980980981,-12.906405691297234
0.990990990990991,-13.543701192863063
1.001001001001001,-16.975485886397227
1.011011011011011,-13.852197909662694
1.021021021021021,-13.4510177847599
1.031031031031031,-14.634366747408873
1.0410410410410411,-12.488479758411286
1.0510510510510511,-10.54241672072433
1.0610610610610611,-5.819301843756945
1.0710710710710711,-10.651296218194538
1.0810810810810811,-10.074015332470758
1.0910910910910911,-10.716744207665517
1.1011011011011012,-15.872247789181484
1.1111111111111112,-9.794522722632884
1.1211211211211212,-9.110633738191279
1.1311311311311312,-1.4560586694877706
1.1411411411411412,-8.95630936452015
1.1511511511511512,-6.987910923065182
1.1611611611611612,-7.490842930999248
1.1711711711711712,-10.368704928802476
1.1811811811811812,-2.8929896741749497
1.1911911911911912,-3.5083193015739855
1.2012012012012012,-2.818635947210465
1.2112112112112112,-7.333569935813504
1.2212212212212212,0.2021008851748567
1.2312312312312312,-7.601069513044088
1.2412412412412412,-1.0137227875986694
1.2512512512512513,4.427547665527911
1.2612612612612613,-4.476922591618273
1.2712712712712713,-2.5589078972358594
1.2812812812812813,0.08978101483468154
1.2912912912912913,-1.0644770283134817
1.3013013013013013,-3.547905589316966
1.3113113113113113,1.9696446856534564
1.3213213213213213,-0.7626268678890082
1.3313313313313313,4.504567812592097
1.3413413413413413,0.9829236749212558
1.3513513513513513,9.045031003911129
1.3613613613613613,2.6948573618358025
1.3713713713713713,4.721921659553991
1.3813813813813813,8.764999264692987
1.3913913913913913,3.2598152705375254
1.4014014014014013,8.253150843524796
1.4114114114114114,12.0997659453767
1.4214214214214214,3.951480977968357
1.4314314314314314,9.910297351009282
1.4414414414414414,10.70425252682204
1.4514514514514514,12.822923212835065
1.4614614614614614,7.303023576617674
1.4714714714714714,7.571458053762084
1.4814814814814814,13.599130114188473
1.4914914914914914,13.405292374431284
1.5015015015015014,13.7264730124346
1.5115115115115114,14.453725612405906
1.5215215215215214,11.791572224672823
1.5315315315315314,14.922743107297707
1.5415415415415414,15.47584105897368
1.5515515515515514,12.799798700136416
1.5615615615615615,20.861322500834017
1.5715715715715715,16.98093805907883
1.5815815815815815,12.254690884873082
1.5915915915915915,18.040624396501897
1.6016016016016015,13.36201116909633
1.6116116116116117,18.834716164885858
1.6216216216216217,20.10860563533187
1.6316316316316317,14.30177002504144
1.6416416416416417,19.756331111934003
1.6516516516516517,18.17812048744178
1.6616616616616617,19.450579818756957
1.6716716716716717,22.690360091680912
1.6816816816816818,16.250328575858727
1.6916916916916918,14.682752326371048
1.7017017017017018,14.203923968963345
1.7117117117117118,14.324719938974976
1.7217217217217218,16.41190071301272
1.7317317317317318,17.50933822028655
1.7417417417417418,17.130557449280506
1.7517517517517518,18.56892315534267
1.7617617617617618,15.885966053538525
1.7717717717717718,19.94031411320894
1.7817817817817818,14.492175348695755
1.7917917917917918,23.127338709864638
1.8018018018018018,16.49938884316536
1.8118118118118118,11.682007483160032
1.8218218218218218,10.648148716119419
1.8318318318318318,14.892603184227081
1.8418418418418419,12.336976493562092
1.8518518518518519,14.690212924766193
1.8618618618618619,13.488328432249535
1.8718718718718719,11.35101991847031
1.8818818818818819,8.511470857114123
1.8918918918918919,5.972113165925652
1.901901901901902,8.62540750053825
1.911911911911912,11.967010146226652
1.921921921921922,9.458619408838004
1.931931931931932,4.484436162241979
1.941941941941942,8.134452009877414
1.951951951951952,8.153236388402473
1.961961961961962,3.7184022001938524
1.971971971971972,6.195371057746541
1.981981981981982,5.2658062397461025
1.991991991991992,1.0132628157697798
2.002002002002002,4.861796472524466
2.012012012012012,4.813582659638017
2.022022022022022,5.720985172528704
2.032032032032032,4.972925550311126
2.042042042042042,-2.9814354822765408
2.052052052052052,-2.3202050150333937
2.062062062062062,1.3829934381538727
2.0720720720720722,0.7280532036825442
2.0820820820820822,0.08609832019668229
2.0920920920920922,9.460113286424328
2.1021021021021022,-1.0165040021824525
2.1121121121121122,0.05559219908257429
2.1221221221221223,-1.1006581553439605
2.1321321321321323,-2.608492750128825
2.1421421421421423,-6.095758821667756
2.1521521521521523,-3.4464713755204404
2.1621621621621623,-8.600314689708835
2.1721721721721723,-7.53470463747303
2.1821821821821823,-8.805647801603536
2.1921921921921923,-7.611123600814054
2.2022022022022023,-1.4008567657164521
2.2122122122122123,-14.414666162653496
2.2222222222222223,-7.201172745484435
2.2322322322322323,-14.52336182633273
2.2422422422422423,-11.503624713358109
2.2522522522522523,-7.20016596605511
2.2622622622622623,-10.62920520924271
2.2722722722722724,-14.385457933728013
2.2822822822822824,-13.60282399800974
2.2922922922922924,-9.696729341542449
2.3023023023023024,-14.178612702668405
2.3123123123123124,-11.563019400920194
2.3223223223223224,-12.273018332144948
2.3323323323323324,-14.53394745373218
2.3423423423423424,-6.288472256632902
2.3523523523523524,-10.931177560983217
2.3623623623623624,-18.992246203271833
2.3723723723723724,-12.412430459208675
2.3823823823823824,-14.98311236119853
2.3923923923923924,-10.437346819299586
2.4024024024024024,-15.340043208917965
2.4124124124124124,-13.245527138599089
2.4224224224224224,-11.296313982974324
2.4324324324324325,-10.095263930014536
2.4424424424424425,-16.146198244022656
2.4524524524524525,-13.373403372340853
2.4624624624624625,-13.591477315948989
2.4724724724724725,-13.89591578890322
2.4824824824824825,-6.3818441934245875
2.4924924924924925,-10.179032183535405
2.5025025025025025,-14.866441998761383
2.5125125125125125,-7.994660675142063
2.5225225225225225,-4.0215281519374555
2.5325325325325325,-6.906343199643639
2.5425425425425425,-14.154327822247094
2.5525525525525525,-10.618925568312864
2.5625625625625625,-4.913855140968502
2.5725725725725725,-10.365197307698239
2.5825825825825826,-6.41848154472323
2.5925925925925926,-4.9148931639336695
2.6026026026026026,-9.490537410896327
2.6126126126126126,-6.342393212929753
2.6226226226226226,-15.325868802522269
2.6326326326326326,-8.098746507376692
2.6426426426426426,-5.193189228897136
2.6526526526526526,-7.576263516145395
2.6626626626626626,1.678194957138258
2.6726726726726726,-6.885473554107508
2.6826826826826826,-3.282288121318195
2.6926926926926926,-0.9293594984343457
2.7027027027027026,3.649249305847929
2.7127127127127126,-4.3299630172612975
2.7227227227227226,4.123228064420122
2.7327327327327327,1.32319718634562
2.7427427427427427,-0.9918956127625218
2.7527527527527527,3.999164902859696
2.7627627627627627,3.8690699919902425
2.7727727727727727,2.1278117692177245
2.7827827827827827,4.790702783069687
2.7927927927927927,4.073187301692455
2.8028028028028027,6.211253628761584
2.8128128128128127,8.491165681785047
2.8228228228228227,11.88816590210059
2.8328328328328327,4.0320685678983885
2.8428428428428427,14.748879967371687
2.8528528528528527,3.085475324556083
2.8628628628628627,9.064889199704668
2.8728728728728727,11.849127601388167
2.8828828828828827,11.47541591615023
2.8928928928928928,9.295876379866112
2.9029029029029028,11.053382993731333
2.9129129129129128,10.693766227720413
2.9229229229229228,10.87997917977415
2.932932932932933,15.65154815068832
2.942942942942943,14.606939567411457
2.952952952952953,11.867958965604384
2.962962962962963,17.033129289839277
2.972972972972973,15.61996615699468
2.982982982982983,17.475782974781815
2.992992992992993,17.23994602757547
3.003003003003003,13.152062944665905
3.013013013013013,14.22006080171304
3.023023023023023,18.377101255299134
3.033033033033033,18.173553638838108
3.043043043043043,16.459164750372942
3.053053053053053,17.025134929380265
3.063063063063063,20.628994083916883
3.073073073073073,15.115457139804665
3.083083083083083,18.596778146699442
3.093093093093093,16.385238949731814
3.103103103103103,16.346049998722766
3.113113113113113,20.27363256098668
3.123123123123123,19.40273337607609
3.133133133133133,19.287267973530763
3.143143143143143,20.654657182385563
3.153153153153153,16.664151249109562
3.163163163163163,18.481620532889593
3.173173173173173,15.311606678966635
3.183183183183183,16.993949493045196
3.193193193193193,15.382891131026334
3.203203203203203,15.789485296602532
3.2132132132132134,16.982985442265125
3.2232232232232234,12.416292443772955
3.2332332332332334,20.796612485606033
3.2432432432432434,11.125631932553631
3.2532532532532534,10.101817147791003
3.2632632632632634,16.79665385350134
3.2732732732732734,15.253304856885922
3.2832832832832834,14.285589545753908
3.2932932932932935,13.812999059483523
3.3033033033033035,11.386714218257424
3.3133133133133135,8.208920734019673
3.3233233233233235,10.588077273040618
3.3333333333333335,7.772955213661517
3.3433433433433435,12.158451260879325
3.3533533533533535,8.206553866555437
3.3633633633633635,5.572985050925487
3.3733733733733735,6.4753458361157135
3.3833833833833835,8.057782663915194
3.3933933933933935,4.497960363655811
3.4034034034034035,3.084499997482081
3.4134134134134135,5.637367815873696
3.4234234234234235,4.990718458676165
3.4334334334334335,2.080129997235231
3.4434434434434436,1.52988271838905
3.4534534534534536,2.9793580259389634
3.4634634634634636,-2.72138309068053
3.4734734734734736,-3.259128789762303
3.4834834834834836,-1.8496683293840672
3.4934934934934936,-0.9889916903076623
3.5035035035035036,-0.0656904141631286
3.5135135135135136,2.7837036009771836
3.5235235235235236,0.29372079918198946
3.5335335335335336,-3.3876734612268806
3.5435435435435436,-3.5839948473324696
3.5535535535535536,-7.142911425442355
3.5635635635635636,-4.787349565704384
3.5735735735735736,-6.18122662507128
3.5835835835835836,-4.916358592092572
3.5935935935935936,-8.920190447655646
3.6036036036036037,-5.418087575276932
3.6136136136136137,-2.89814410893291
3.6236236236236237,-8.324471037093767
3.6336336336336337,-7.27550863495565
3.6436436436436437,-6.8723535051021765
3.6536536536536537,-10.587381411865998
3.6636636636636637,-9.130315370845079
3.6736736736736737,-10.16081496085542
3.6836836836836837,-10.277922292981689
3.6936936936936937,-13.237975811973694
3.7037037037037037,-11.168374838338657
3.7137137137137137,-10.04520652134615
3.7237237237237237,-7.456827577993634
3.7337337337337337,-9.176738592161978
3.7437437437437437,-5.8120585894727625
3.7537537537537538,-14.763045111544841
3.7637637637637638,-10.005411491759682
3.7737737737737738,-12.205380144298157
3.7837837837837838,-6.29043408397005
3.793793793793794,-15.360376025522214
3.803803803803804,-15.501339958249343
3.813813813813814,-14.798010114972717
3.823823823823824,-19.360107362401322
3.833833833833834,-14.525225645724722
3.843843843843844,-15.155929747820647
3.853853853853854,-12.329086930806909
3.863863863863864,-11.628092669591263
3.873873873873874,-6.869542113202131
3.883883883883884,-9.463379861055882
3.893893893893894,-13.834217234461338
3.903903903903904,-14.56027252055816
3.913913913913914,-10.1239227490874
3.923923923923924,-15.268675405797396
3.933933933933934,-5.4961040968086206
3.943943943943944,-7.10948903771659
3.953953953953954,-11.688153855364495
3.963963963963964,-15.029048080342326
3.973973973973974,-5.41400278494379
3.983983983983984,-9.382975059259303
3.993993993993994,-4.868247887493694
4.004004004004004,-12.8868137279933
4.014014014014014,-9.403909064753766
4.024024024024024,-7.073690092354297
4.034034034034034,-6.414501270391633
4.044044044044044,-7.355080842679929
4.054054054054054,-3.570262508999001
4.064064064064064,-8.061185023319261
4.074074074074074,-4.691682159920206
4.084084084084084,-3.2977360680872487
4.094094094094094,-1.4984192849703168
4.104104104104104,-0.28023307223039406
4.114114114114114,-5.153789462710999
4.124124124124124,-5.73966578979046
4.134134134134134,3.344327243067485
4.1441441441441444,1.1616819852889648
4.1541541541541545,-1.4237197468579834
4.1641641641641645,6.134479175804971
4.1741741741741745,2.48833631760698
4.1841841841841845,6.339219268373313
4.1941941941941945,3.6623454854746345
4.2042042042042045,10.297667061883159
4.2142142142142145,10.032979361578242
4.2242242242242245,4.666235562162897
