Time_Seconds,Distance_Meters
0.0,2.9934283060224653
0.02004008016032064,1.7833908357321766
0.04008016032064128,3.4148143475376447
0.06012024048096192,5.2246132126011915
0.08016032064128256,1.768961373974519
0.1002004008016032,1.8273072283460474
0.12024048096192384,5.511918187269577
0.1402805611222445,3.945871823758165
0.16032064128256512,1.5291617979671646
0.18036072144288576,3.6099372565808876
0.2004008016032064,1.6542867785430913
0.22044088176352705,1.7055660469737268
0.24048096192384769,3.1764518823797014
0.2605210420841683,-1.0789329697474015
0.280561122244489,-0.6475095699501421
0.3006012024048096,1.7320480072888744
0.32064128256513025,0.8848561909840376
0.3406813627254509,3.5925068579126656
0.3607214428857715,1.201056197936096
0.3807615230460922,0.2451874977515036
0.4008016032064128,6.053381384895931
0.42084168336673344,2.722418587897656
0.4408817635270541,3.360513335251647
0.4609218436873747,0.4270446856411261
0.48096192384769537,2.2384581363970826
0.501002004008016,3.599349687433756
0.5210420841683366,1.1253966709231622
0.5410821643286573,4.228257575400024
0.561122244488978,2.3246602669991496
0.5811623246492986,2.991224650565454
0.6012024048096192,2.419471824195629
0.6212424849699398,7.375312711361882
0.6412825651302605,3.6912315817448906
0.6613226452905812,1.649872257372877
0.6813627254509018,5.457050418742143
0.7014028056112224,1.4165381690319756
0.721442885771543,4.321815928608953
0.7414829659318637,0.03021015565248364
0.7615230460921844,1.3382383656149326
0.781563126252505,4.4329913903369675
0.8016032064128256,5.5604589289636355
0.8216432865731462,4.470117576914019
0.8416833667334669,3.939538090506028
0.8617234468937875,3.6116793000395306
0.8817635270541082,1.2994931416060194
0.9018036072144289,2.8590975318613907
0.9218436873747494,3.4193556282283355
0.9418837675350701,6.496323239270013
0.9619238476953907,5.110359377840542
0.9819639278557114,0.9376848950367576
1.002004008016032,5.15217394679759
1.0220440881763526,3.7736806446083087
1.0420841683366733,3.2294387974491343
1.062124248496994,5.845671363550065
1.0821643286573146,6.722952213854677
1.1022044088176353,6.561746185276787
1.122244488977956,3.0585820739678935
1.1422845691382766,4.156021937266692
1.1623246492985972,5.474001515519366
1.1823647294589177,6.7991912658872415
1.2024048096192383,3.925977290069396
1.222444889779559,4.548830961736964
1.2424849699398797,2.742900511544331
1.2625250501002003,2.598177151074003
1.282565130260521,6.6502603788898655
1.3026052104208417,7.771905521296409
1.3226452905811623,4.949220346234555
1.342685370741483,7.1337199056069
1.3627254509018036,5.882938075532916
1.3827655310621243,3.902036827029365
1.4028056112224447,5.947276253245573
1.4228456913827654,8.332365276336985
1.442885771543086,5.216045561548612
1.4629258517034067,8.447988842947163
1.4829659318637274,0.10981360987746669
1.503006012024048,7.023309508732375
1.5230460921843687,5.5833977135704105
1.5430861723446894,4.840686348461641
1.56312625250501,5.651218469950857
1.5831663326653307,1.5211533503517112
1.6032064128256511,5.085140061739283
1.6232464929859718,6.266500033485779
1.6432865731462925,8.535452428180466
1.6633266533066131,4.570111745572456
1.6833667334669338,4.016251214942859
1.7034068136272544,4.655908967356812
1.723446893787575,7.516010318913853
1.7434869739478958,6.368089727000061
1.7635270541082164,4.67604691950477
1.783567134268537,6.786680407810882
1.8036072144288577,5.978477250012742
1.8236472945891782,7.745387137302099
1.8436873747494988,4.427364368588442
1.8637274549098195,5.199118058441606
1.8837675350701402,5.0927962358539896
1.9038076152304608,2.972151231522398
1.9238476953907815,6.513188662771285
1.9438877755511021,6.464424029044579
1.9639278557114228,5.973504169199557
1.9839679358717435,5.514665155581343
2.004008016032064,3.1732584998349793
2.024048096192385,5.182468295196429
2.0440881763527052,5.357687259652113
2.064128256513026,4.457517501428089
2.0841683366733466,5.758054758892149
2.1042084168336674,6.906880433393254
2.124248496993988,9.888901454912416
2.1442885771543083,6.483034606069379
2.164328657314629,6.665927484952745
2.1843687374749496,6.018480990263561
2.2044088176352705,2.3459749046736635
2.224448897795591,6.1462324930363295
2.244488977955912,6.335061967667001
2.2645290581162323,11.156025471792875
2.284569138276553,5.859357411484579
2.3046092184368736,6.861310515125737
2.3246492985971945,6.202527175646884
2.344689378757515,3.94792791960433
2.3647294589178354,8.583861298846628
2.3847695390781563,7.814611805350497
2.4048096192384767,7.90493809941057
2.4248496993987976,4.515826156269695
2.444889779559118,9.151514943453236
2.464929859719439,3.5531478469055093
2.4849699398797593,7.541086206186812
2.50501002004008,10.758403711489596
2.5250501002004007,4.406138646078798
2.5450901803607215,5.263933068792335
2.565130260521042,6.604746885018035
2.5851703406813624,5.4070068686423935
2.6052104208416833,3.320743731961735
2.6252505010020037,6.56690735611243
2.6452905811623246,4.3124831866417095
2.665330661322645,7.391183078144994
2.685370741482966,4.611655746374904
2.7054108216432864,9.556477418032635
2.7254509018036073,4.895804811667299
2.7454909819639277,5.823489547457807
2.7655310621242486,8.099546593325048
2.785571142284569,4.015281499621517
2.8056112224448895,6.936026370788573
2.8256513026052104,9.099086774423226
2.845691382765531,3.2731279562011384
2.8657314629258517,6.860253697040593
2.885771543086172,7.01324151831239
2.905811623246493,8.05921001839689
2.9258517034068134,4.023349593300001
2.9458917835671343,3.857622924288674
2.9659318637274548,7.5433028122792525
2.9859719438877756,7.093870953287228
3.006012024048096,7.000967628475175
3.0260521042084165,7.192557062927109
3.0460921843687374,5.138888312113078
3.066132264529058,6.962320656116137
3.0861723446893787,7.082432110102729
3.106212424849699,5.065656624351037
3.12625250501002,10.22357917477886
3.1462925851703405,7.436965081585665
3.1663326653306614,4.1035597278167035
3.186372745490982,7.795739817136737
3.2064128256513023,4.529333532248679
3.226452905811623,8.04852874820964
3.2464929859719436,8.786811761948126
3.2665330661322645,4.823115425625645
3.286573146292585,8.385690174400628
3.306613226452906,7.278556018555065
3.3266533066132262,8.090769128628303
3.346693386773547,10.233487813091639
3.3667334669338675,5.941977050109592
3.3867735470941884,4.9177307829191115
3.406813627254509,4.638222477088967
3.4268537074148293,4.777277386302232
3.44689378757515,6.245939552485161
3.4669338677354706,7.073290331214085
3.4869739478957915,6.934809785695432
3.507014028056112,8.025834885749205
3.527054108216433,6.3871107672619045
3.5470941883767533,9.257412128836824
3.567134268537074,5.809865694249546
3.5871743486973946,11.767951475295131
3.6072144288577155,7.56698001422351
3.627254509018036,4.588960777625706
3.6472945891783564,4.1487198612879865
3.6673346693386772,7.24227705003569
3.6873747494989977,5.8168324062238925
3.7074148296593186,7.677783117573222
3.727454909819639,7.181879926236741
3.74749498997996,6.074967794663685
3.7675350701402803,4.511857521915568
3.787575150300601,3.160168241942764
3.8076152304609217,5.2808489156297345
3.8276553106212425,7.870290932047172
3.847695390781563,6.5688937504842535
3.8677354709418834,3.632040018810657
3.8877755511022043,6.452289137134952
3.9078156312625247,6.858570149275386
3.9278557114228456,4.301827016987737
3.947895791583166,6.358196996040517
3.967935871743487,6.147967510988088
3.9879759519038074,3.726011163568636
4.008016032064128,6.7075265602474134
4.028056112224449,7.093119367795445
4.04809619238477,8.11684967210483
4.06813627254509,8.037146555706547
4.0881763527054105,3.152597376792193
4.108216432865731,4.010278089132932
4.128256513026052,6.8935891548244665
4.148296593186372,6.868279368862703
4.168336673346693,6.847590081468687
4.188376753507014,13.499343327171506
4.208416833667335,6.91164539944104
4.228456913827655,8.016578085795715
4.248496993987976,7.628631154987899
4.268537074148297,6.9981893483672355
4.288577154308617,5.039245969416263
4.3086172344689375,7.161698907811971
4.328657314629258,4.0716844410659405
4.348697394789579,5.116870455163884
4.368737474949899,4.59255176667568
4.38877755511022,5.699396729983685
4.408817635270541,10.136933568622378
4.428857715430862,1.7446524293433532
4.448897795591182,6.822867969714533
4.468937875751503,2.1956790162120274
4.488977955911824,4.447608591825455
4.509018036072144,7.539333477339216
4.529058116232465,5.459550676782739
4.5490981963927855,3.1446578331076966
4.569138276553106,3.8382951160080365
4.589178356713426,6.596451573146159
4.609218436873747,3.744474747778534
4.629258517034068,5.605675521499925
4.649298597194389,5.231050748453939
4.669338677354709,3.8034534949321817
4.68937875751503,9.360887885479137
4.709418837675351,6.3067816633363485
4.729458917835671,0.9542007524441205
4.749498997995992,5.342535257544366
4.7695390781563125,3.6107927959020776
4.789579158316633,6.603569887651812
4.809619238476953,3.2775976290016433
4.829659318637274,4.5967005059280925
4.849699398797595,5.799280625004821
4.869739478957916,6.4835475287533315
4.889779559118236,2.3137737948578914
4.909819639278557,4.0072920010310655
4.929859719438878,3.6879301093217363
4.949899799599198,3.2922869206140812
4.969939879759519,8.09057691562872
4.98997995991984,5.329953301480628
5.01002004008016,1.9581418105679842
5.03006012024048,6.275151848214154
5.050100200400801,8.642856978183563
5.070140280561122,6.422190130501452
5.090180360721443,1.2768330979191616
5.110220440881763,3.305016699709887
5.130260521042084,6.7648173546180015
5.150300601202405,2.772764730996729
5.170340681362725,5.03244951970345
5.190380761523046,5.650384166633535
5.210420841683367,2.2031589081697334
5.2304609218436875,3.893471325940505
5.2505010020040075,-2.5149120601486663
5.270541082164328,1.8735463144334399
5.290581162324649,3.3714826666154085
